tweet;kelas
masih berlaku imbauan ini serta perda no 11 thn 2005???? ridwankamil bplh_kotabdg kec_kircon https://t.co/fxo3dz9atj;bukan keluhan atau respon
punten kang ridwankamil berdasarkan perwal itu wktu berjualan psr tumpah jam 22.00 - 06.00 tapi d psr ciroyom jam 07.00 msh bnyk yg jualan;keluhan
#lalinbdg tl pertigaan katamso - supratman padam yg saya tau sejak senin apa sdh tau dishub_kotabdg ? cc prfmnews;keluhan
ridwankamil jl. rajawali timur sudah kembali seperti dulu lagi. jam 07.00 pedagang masih berjualan sampai ketengah jalan.;keluhan
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 28/12 urc bojonagaralanjutan pengerukan saluran jl sukawarna baru https…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 28/12 urc bojonagarapemasangan batu andesit trotoar jl cihampelas https…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 28/12 urc bojonagara lanjutan babad rumput jl sukawarna baru https://t.…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 28/12 urc bojonagara perbaikan jl gegerkalong hilir (1) https://t.co/k0…;respon
yudi  | 08:07 #suarabdg sejak senin pju padam di jl. pahlawan depan makam pahlawan cc dbmpkotabdg;keluhan
ridwankamil kang emil trotoar di jl. h ibrahim adjie (kiaracondong) pada rusak lagi dipake parkir mobil;keluhan
obatgaptek pdamtirtawening ridwankamil kalo di daerah saya ngocor namanya ngangsu 😅;bukan keluhan atau respon
ridwankamil 1. adanya cctv di area masjid raya bandung krna disana banyak wisatawan yang mungkin jg bermalam disana jd mereka merasa aman;bukan keluhan atau respon
ridwankamil  slmt pagi pak walikota mohon bantuan  solusinya rumah kami beserta para tetangga  di kompleks ... https://t.co/75ixokzttb;bukan keluhan atau respon
kalo sim keliling kab bandu g barat dimana ya? apakah sm dgn kota bdg? infobdg infobandung dbmpkotabdg prfmnews;bukan keluhan atau respon
pdkebersihanbdg ridwankamil pihak rw sdh tahu bahkan membiarkan rumah mrk jauh dr bak sampah jd tdk terganggu spt km yg berada disekitar;keluhan
ridwankamil ass.. kang abdi prihtn hampr smua wrga daerh kopo cirang2 miceun runtah ka walungn. mhn dikash pringtn klau prlu sanksi. wass;keluhan
ya..iyalah terlalu banyak perumahan tapi saluran pembuangan air ga ada. selokan isinya sampah.  https://t.co/5icihhtyrg;keluhan
ridwankamil pa ieu ga ada perubahan kelakuan rt na yeuh jl situ cileunca buahbatu. https://t.co/pn65xwfenn;keluhan
harapan dari pak ridwankamil atas diresmikannya trotoar baru di jl riau dan di jalan lainnya di kota bdg https://t.co/pb8itsymrt;bukan keluhan atau respon
ridwankamil dan satu lg udh 1 tahun yg lalu saya urus e-ktp tp sampai sekarang belum selesai;keluhan
setuju ...tp sistemnya ikut dibangun maznot ridwankamil kompascom  bdgcleanaction  dbmpkotabdg pdkebersihanbdg bplh_kotabdg aaiikh;bukan keluhan atau respon
rt baimmanggala: setuju ...tp sistemnya ikut dibangun maznot ridwankamil kompascom  bdgcleanaction  dbmpkotabdg pdkebersihanbdg bpl…;bukan keluhan atau respon
rt baimmanggala: setuju ...tp sistemnya ikut dibangun maznot ridwankamil kompascom  bdgcleanaction  dbmpkotabdg pdkebersihanbdg bpl…;bukan keluhan atau respon
baimmanggala: setuju ...tp sistemnya ikut dibangun maznot ridwankamil kompascom bdgcleanaction dbmpkotabdg pdkebersihanbdg bpl...;bukan keluhan atau respon
"pengamen angkot yg maksa"" kalo ga dikasih uang. serem :( ada b'dua";keluhan
pa ridwankamil  pa tolong perbaiki  tega lega.disini sangat banyak sampah yang menumpuk dan bedeng 2 yang liar. nhn https://t.co/6bxecc168f;keluhan
ridwankamil yang bikin macet teh bus pa tolong di tanggapi pa..... https://t.co/jks3kecqun;keluhan
ridwankamil  pohon kelapa sawit bisa jadi solusi baru mengatasi banjir kota besar https://t.co/571x5ocaew;bukan keluhan atau respon
rt infobdg: live on #periscope: harapan dari pak ridwankamil atas diresmikannya trotoar baru di jl riau dan di jalan lainnya d… https://t…;bukan keluhan atau respon
infobdg ridwankamil  mudah2n tdk beralih fungsi jd jln pintas motor;bukan keluhan atau respon
ridwankamil yg sy takutkan orng ga bisa merawat spt tmn bunga cilaki waktu msh baru cantik pisan..;keluhan
.dinsos_bdg | sintalim435 di dayeuhkolot dekat mesjid ada org gila berkeliaransuka mengganggu orang yg lewat.mohon ditindak lanjuti nuhun;keluhan
rt relawan_bdg: kang ridwankamil mencetuskan panca trotoar jadi standar pedestrian di bandung. https://t.co/f7xdzxf1jz;bukan keluhan atau respon
ridwankamil pa ini kondisi tegalega yg kumuh banyak sampah yang menum tidk terurus dan bedeng2 liar tolong perbaiki https://t.co/zfphko7xrl;keluhan
rt infobandung: .dinsos_bdg | sintalim435 di dayeuhkolot dekat mesjid ada org gila berkeliaransuka mengganggu orang yg lewat.mohon diti…;keluhan
pdamtirtawening ini nomor pelanggannya  00100900780 ats nama r mokh yunus sidik;bukan keluhan atau respon
gi5 jd jl raya bdg-lemb=dgunakan 1way k utara../sdgkn yg dr lembang=1way k parong-bajur ridwankamil tmc_restabesbdg _ekayudhistira_;bukan keluhan atau respon
rt relawan_bdg: kang ridwankamil mencetuskan panca trotoar jadi standar pedestrian di bandung. https://t.co/f7xdzxf1jz;bukan keluhan atau respon
ada mobil lapak sepatu tiap hari dpn hotel yehezkiel jl surapati ngabisin trotoar. saya tegur dia marah. prfmnews infobdg ridwankamil;keluhan
dbmpkotabdg kalau mau cek ektp kota bandung sudah jadi apa belum kemana yah?;bukan keluhan atau respon
rt baimmanggala: setuju ...tp sistemnya ikut dibangun maznot ridwankamil kompascom  bdgcleanaction  dbmpkotabdg pdkebersihanbdg bpl…;bukan keluhan atau respon
[mohon tanggapan] infobdg ridwankamil pln_123 pln_bandung kec. cigending kec. ujungberung sdh 3 hr listrik mati dan sehari bisa 4 kali?;keluhan
rt baimmanggala: setuju ...tp sistemnya ikut dibangun maznot ridwankamil kompascom  bdgcleanaction  dbmpkotabdg pdkebersihanbdg bpl…;bukan keluhan atau respon
gi11 kcuali utk angkot=dbolehkn 2arah:1)mrk cr nafkah 2)yg punya mobillanj naik angkot ridwankamil tmc_restabesbdg _ekayudhistira_;bukan keluhan atau respon
saya baru melihat capturan ini pak ridwankamil saya bangga terhadap bapak bapak pemimpin yng tegas. sukses pak ☺ https://t.co/oyzsyuhs7b;bukan keluhan atau respon
gi15 upami 1way opsi aparantos efektif.alhamdulilah hasilna sae...kl opsia msh krgbrlanj opsib tmc_restabesbdg ridwankamil haturnuhun;bukan keluhan atau respon
tetapi hari ini masih boleh akan terjadi pada hari esok. bandung_dinkes;bukan keluhan atau respon
relawan_bdg ridwankamil  kebanyakan trotoar rusaknya sama tukang gali kabel mudah mudahan yang ini ngga;keluhan
kang ridwankamil mo nanya (lagi) ari peraturan tmpt sampah d mobil/angkot teh udah g ada lg ato msh berlaku? ini pd ga ada soalnya nuhun;keluhan
ridwankamil seueur pisan anu lebet trotoar nu jalan kaki malah diklaksonan :( lokasi : jl. asia-afrika https://t.co/qrmfwrhbb8;keluhan
dbmpkotabdg rkbdg complain pak. proyeknya tdk tepat sasaran. yg diperbaiki malah ruas jalan yg tdk rusak. yg rusak katanya baru mei 2016.;keluhan
infobdg ridwankamil satpolppbdg tolong kang emil rumah jl wastukencana samping benkel virtu bakar sampah ajah https://t.co/z54jzizbop;keluhan
ridwankamil kang emil....... kenapa di ujung berung sering mati lampu? kaan kerjaan rumah jdi ketundaa....;keluhan
pa wali ridwankamil dbmpkotabdg dam yg sdh tdk fungsi salahsatu pebyebab meluapnya kali citiis kepemukiman warga https://t.co/gblpt5ckii;keluhan
_kebonjayanti sekedar kritik saja.. mohon d pertimbangkan masy. lain klo mo bikin acara.. sblm jd viral klo dah d cc. ke ridwankamil;bukan keluhan atau respon
ridwankamil pak punteun di pantau di lampu merah pasteur banyak anak jalanan yang suka ngambil paksa barang pengendara motor.hatur nuhun;keluhan
nuhun pdamtirtawening ridwankamil pipa pdam bocor di rw 03 sdserang perbaikan sdng dilakukan 'good job' https://t.co/ufhybawsdw;respon
rt endangdjumena: nuhun pdamtirtawening ridwankamil pipa pdam bocor di rw 03 sdserang perbaikan sdng dilakukan 'good job' https://t.co/u…;respon
rt endangdjumena: nuhun pdamtirtawening ridwankamil pipa pdam bocor di rw 03 sdserang perbaikan sdng dilakukan 'good job' https://t.co/u…;respon
[mohon tanggapan] pln_123 pln_bandung ridwankamil infobdg hari ini kel. cigending kec. ujungberung kota bandung sudah 4x mati lampu.;keluhan
dinsos_bdg simbolis bntuan dinsos untk klrg krbn kebkranv mhn prhtkn jg aspek yg lainkrn klrg krbn msh terlantar. https://t.co/7ennfg4wcv;keluhan
kang ridwankamil kpn ada transport umum perbatasan yg baru selain kereta?  kira2 ada wacana atau tidak? hatu nuhun.;bukan keluhan atau respon
di trotoar dago dpn rs sariningsih bnyk angkot parkir diujung trotoar pejalan kali terpaksa hrs jalan dipinggir jalanan aspal ridwankamil;keluhan
prfmnews yunisusila 1) supir angkot musti di berikan perintah tidak boleh masukin pengamen ke dalam angkot. satpolppbdg ridwankamil;bukan keluhan atau respon
prfmnews yunisusila 2) kalau pengamen maksa baiknya supir kemudikan angkot langsung ke dalam kantor polisi satpolppbdg ridwankamil;bukan keluhan atau respon
"prfmnews yunisusila satpolppbdg ridwankamil banyak sekali pengamen &amp; pengemis baca puisi masuk dalam angkot maupun ke dalam bus di bdg.";keluhan
akar pohon mahoni membawa petaka di rw.07 kota bdg prfmnews dbmpkotabdg  diskamtam ridwankamil https://t.co/jue35ak4dl;keluhan
lapor dishub_kotabdg  bis alun2-ciburuy kode 5648 ugal2an sejak dari alun2 ngebut karena di depannya ada bis dgn jurusan yg sama..;keluhan
ridwankamil kang kumahanya kawasan wisata belanja cibaduyut ayeuna mah sepi pengunjungpadahal asset daerahpunten solusi na;keluhan
kang ridwankamil  saya masih penasaran dengan patung lambang negara yang berwarna putih polos di bccknp polos ya? mksh;bukan keluhan atau respon
via reckythea pohon d jln parapatan  lampu merah gandok mau roboh mhn di tindak lanjutin.nuhun diskamtam https://t.co/2sipwmtoku;keluhan
rt reckythea: pdamtirtawening ada apa sebenar nya dgn jalur sukasari surya sumantri???air nya jarang ngocor punten d perhatoskeun bosen …;keluhan
ridwankamil kang gimana kalo bikin website khusus pencari kerja di bandung? hari gini biar gak tiap hari mantengin koran kang.;bukan keluhan atau respon
infobdg ridwankamil parkir preman masih menjamur dan tidak tertib selain menimbulkan macet. dan ada unsur pemaksaan #kircon;keluhan
prfmnews dinsos_bdg  di tegalega banyak anak punk bikin resah karena suka minta uang dg memaksa;keluhan
16.50 rt yetiezy di tegalega banyak anak punk bikin resah karena suka minta uang dg memaksa. cc : satpolppbdg dinsos_bdg;keluhan
rt budiraharjo23: mari sama-sama sosialisasi  ke masyarakat klo trotoar hanya utk pejalan kaki. prfmnews se_bdg satpolppbdg https://t.c…;bukan keluhan atau respon
prfmnews yetiezy satpolppbdg dinsos_bdg betul anak funk tegalega ngamen..minta paksa hasil beliin minuman / lem. mabok di taman tege;keluhan
prfmnews  satpolppbdg dinsos_bdg taman tegalega kumuh pisan ~pintu masuk depan( sebrang sribaduga ) patah ~ ditengah taman bnyak 'gembel;keluhan
prfmnews   satpolppbdg dinsos_bdg kapan atuh bebersih di tegalega. ?? nu penting mah eta kupu2 malam na..ari malam minggu bnyk pisan !!;keluhan
17.05  rtinisialag kapan atuh bebersih di tg? nu penting mah eta kupu2 malam na' ari malam minggu bnyk pisan !! cc satpolppbdg dinsos_bdg;keluhan
rt budiraharjo23: mari sama-sama sosialisasi  ke masyarakat klo trotoar hanya utk pejalan kaki. prfmnews se_bdg satpolppbdg https://t.c…;bukan keluhan atau respon
rt prfmnews: 16.50 rt yetiezy di tegalega banyak anak punk bikin resah karena suka minta uang dg memaksa. cc : satpolppbdg dinsos_bdg;keluhan
jangan buang sampah di pot bunga!!! pdkebersihanbdg ridwankamil prfmnews infobandung bplh_kotabdg se_bdg https://t.co/baoyxq5g79;keluhan
jln yg msh mulus sj sdh diaspal lg jln di wil sy yg sdh rusak parah kpn ? ridwankamil dbmpkotabdg kec_cibkidul https://t.co/mu9becspa4;keluhan
di jl atlas barat pak | wil. sy di jl.h.syahroni kelcikutra kec_cibkidul dbmpkotabdg ridwankamil https://t.co/hpyilef7qy;bukan keluhan atau respon
rt budiraharjo23: mari sama-sama sosialisasi  ke masyarakat klo trotoar hanya utk pejalan kaki. prfmnews se_bdg satpolppbdg https://t.c…;bukan keluhan atau respon
giat membuat resapan biopori kec. cicendo di tmn pandawa selasa 29/12/2015 kec_cicendo ridwankamil dbmpkotabdg https://t.co/t77dywbwio;bukan keluhan atau respon
rt fathur_okky: jangan buang sampah di pot bunga!!! pdkebersihanbdg ridwankamil prfmnews infobandung bplh_kotabdg se_bdg https://t.c…;keluhan
rt budiraharjo23: mari sama-sama sosialisasi  ke masyarakat klo trotoar hanya utk pejalan kaki. prfmnews se_bdg satpolppbdg https://t.c…;bukan keluhan atau respon
rt sihabudin_dadan: giat membuat resapan biopori kec. cicendo di tmn pandawa selasa 29/12/2015 kec_cicendo ridwankamil dbmpkotabdg http…;bukan keluhan atau respon
rt fathur_okky: jangan buang sampah di pot bunga!!! pdkebersihanbdg ridwankamil prfmnews infobandung bplh_kotabdg se_bdg https://t.c…;keluhan
rt sihabudin_dadan: giat membuat resapan biopori kec. cicendo di tmn pandawa selasa 29/12/2015 kec_cicendo ridwankamil dbmpkotabdg http…;bukan keluhan atau respon
rt fathur_okky: jangan buang sampah di pot bunga!!! pdkebersihanbdg ridwankamil prfmnews infobandung bplh_kotabdg se_bdg https://t.c…;keluhan
tah pak ridwankamil manya motor jalan na di trotoar se_bdg infobandung https://t.co/5tp63kcdul;keluhan
rt fathur_okky: jangan buang sampah di pot bunga!!! pdkebersihanbdg ridwankamil prfmnews infobandung bplh_kotabdg se_bdg https://t.c…;keluhan
kang ridwankamil  gorong2 di alun2 pinggir trotoar bolong bau dan nyamuk. ga nyaman dan ga sehat banyak buang sampah.;keluhan
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 29/12 urc bojonagara lanjutan perbaikan jl gegerkalong hilir (1) https:…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 29/12 urc bojonagara ljtn pemasangan ubin andesit jl cihampelas https:/…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 29/12 urc gedebage lanjutan perbaikan jl gedebage selatan https://t.co/…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 29/12 urc tegallega pengerukan saluran jl cibaduyut https://t.co/bnuogn…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 29/12 urc pju perbaikan lampu pju jl siliwangi https://t.co/pvrliwv5we;respon
rt dhanibhulle: tah pak ridwankamil manya motor jalan na di trotoar se_bdg infobandung https://t.co/5tp63kcdul;keluhan
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 29/12 urc pju perbaikan lampu pju jl siliwangi https://t.co/pvrliwv5we;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 28/12 urc pju perbaikan lampu pju jl panyileukan https://t.co/tydttqdrmw;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 28/12 urc pju perbaikan lampu pju jl aceh https://t.co/ciqhfs04bq;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 28/12 urc pju perbaikan lampu pju jl pangaritan https://t.co/qjc2y7hlud;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 28/12 urc pju perbaikan lampu pju jl ganesha https://t.co/26x2toucod;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 28/12 urc pju perbaikan lampu pju jl golf timur https://t.co/fvxt5oelcx;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 29/12 urc pju perbaikan lampu pju jl siliwangi https://t.co/pvrliwv5we;respon
pa knpa jalan di gegerkalong kaya gigi gitu di tambal2in pan ga singkron ridwankamil 😢😢😞;keluhan
rt budiraharjo23: mari sama-sama sosialisasi  ke masyarakat klo trotoar hanya utk pejalan kaki. prfmnews se_bdg satpolppbdg https://t.c…;bukan keluhan atau respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 29/12 urc tegallega pengerukan saluran jl cibaduyut https://t.co/bnuogn…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 29/12 urc gedebage lanjutan perbaikan jl gedebage selatan https://t.co/…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 29/12 urc bojonagara ljtn pemasangan ubin andesit jl cihampelas https:/…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 29/12 urc bojonagara lanjutan perbaikan jl gegerkalong hilir (1) https:…;respon
gj1 #masukan suatu saat d #masa #depan utk trotoar ps barusukajd danlainny yg stipe dbmpkotabdg ridwankamil;bukan keluhan atau respon
"gj5 1kaki gerobak pd liukan atas1 kaki lg dbwh=miringbgitu pula yg dagang kaos-&gt;rada susah ngampar dbmpkotabdg ridwankamil";bukan keluhan atau respon
rt budiraharjo23: mari sama-sama sosialisasi  ke masyarakat klo trotoar hanya utk pejalan kaki. prfmnews se_bdg satpolppbdg https://t.c…;bukan keluhan atau respon
rt fathur_okky: jangan buang sampah di pot bunga!!! pdkebersihanbdg ridwankamil prfmnews infobandung bplh_kotabdg se_bdg https://t.c…;keluhan
bennyspeed2 ridwankamil sy d jalan arumsari pakseminggu jgpadahal saluran udh di pindahttp ga ada perubahanhelp me;keluhan
gj8 perihal diameter liukan+interval antarliukan+tinggi liukan dr basearsitek yg mikirknbs mcegah pkl ngampar dbmpkotabdg ridwankamil;bukan keluhan atau respon
ridwankamil diskominfobdg andri_darusman mapay lembur ada bbrp titik jln msh rusak di rw09 th 2016 usulkan dbmp https://t.co/yeqp7o02gm;keluhan
bangga bgt jd anak uai foto mahasiswa nya aja di upload ke ig pak ridwankamil cc: daftaruai https://t.co/cll03yalnh;bukan keluhan atau respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 29/12 urc cibeunying lanjutan pengerukan saluran jl cihampelas https://…;respon
empat tahun di bdg. masih kieu. apa tdk sebaiknya diperpanjang aja median jln kircon. dbmpkotabdg https://t.co/1wlzuu8izb;keluhan
